YEAR,QUARTER,REGION,PROVINCE,SEX,VALUE,UNIT,SOURCE
2564,"ไตรมาสที่ 2",ภาคกลาง,สุพรรณบุรี,ชาย,262.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคกลาง,สุพรรณบุรี,หญิง,213.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคกลาง,อ่างทอง,ชาย,70.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคกลาง,อ่างทอง,หญิง,65.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคกลาง,เพชรบุรี,ชาย,148.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคกลาง,เพชรบุรี,หญิง,129.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,กำแพงเพชร,ชาย,222.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,กำแพงเพชร,หญิง,186.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,ตาก,ชาย,136.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,ตาก,หญิง,108.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,นครสวรรค์,ชาย,275.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,นครสวรรค์,หญิง,249.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,น่าน,ชาย,131.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,น่าน,หญิง,105.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,พะเยา,ชาย,118.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,พะเยา,หญิง,92.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,พิจิตร,ชาย,151.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,พิจิตร,หญิง,126.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,พิษณุโลก,ชาย,252.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,พิษณุโลก,หญิง,217.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,ลำปาง,ชาย,197.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,ลำปาง,หญิง,161.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,ลำพูน,ชาย,133.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,ลำพูน,หญิง,116.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,สุโขทัย,ชาย,176.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,สุโขทัย,หญิง,156.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,อุตรดิตถ์,ชาย,116.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,อุตรดิตถ์,หญิง,92.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,อุทัยธานี,ชาย,81.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,อุทัยธานี,หญิง,69.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,เชียงราย,ชาย,333.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,เชียงราย,หญิง,227.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,เชียงใหม่,ชาย,545.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,เชียงใหม่,หญิง,483.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,เพชรบูรณ์,ชาย,239.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,เพชรบูรณ์,หญิง,208.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,แพร่,ชาย,119.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,แพร่,หญิง,102.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,แม่ฮ่องสอน,ชาย,57.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคเหนือ,แม่ฮ่องสอน,หญิง,48.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ชาย,227.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,หญิง,171.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ชาย,454.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,หญิง,406.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ชาย,258.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,หญิง,199.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,นครพนม,ชาย,158.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,นครพนม,หญิง,144.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ชาย,656.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,หญิง,517.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ชาย,93.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,หญิง,79.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ชาย,349.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,หญิง,278.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ชาย,217.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,หญิง,188.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ชาย,104.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,หญิง,91.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,ยโสธร,ชาย,144.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,ยโสธร,หญิง,136.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ชาย,301.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,หญิง,254.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ชาย,304.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,หญิง,264.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,สกลนคร,ชาย,230.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,สกลนคร,หญิง,182.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ชาย,280.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,สุรินทร์,หญิง,234.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,หนองคาย,ชาย,110.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,หนองคาย,หญิง,88.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ชาย,127.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ชาย,67.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,หญิง,55.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ชาย,350.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,อุดรธานี,หญิง,253.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ชาย,486.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,หญิง,385.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,เลย,ชาย,160.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคตะวันออกเฉียงเหนือ,เลย,หญิง,138.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,กระบี่,ชาย,118.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,กระบี่,หญิง,89.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,ชุมพร,ชาย,171.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,ชุมพร,หญิง,117.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,ตรัง,ชาย,199.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,ตรัง,หญิง,171.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,นครศรีธรรมราช,ชาย,487.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,นครศรีธรรมราช,หญิง,412.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,นราธิวาส,ชาย,184.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,นราธิวาส,หญิง,132.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,ปัตตานี,ชาย,169.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,ปัตตานี,หญิง,147.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,พังงา,ชาย,89.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,พังงา,หญิง,58.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,พัทลุง,ชาย,159.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,พัทลุง,หญิง,153.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,ภูเก็ต,ชาย,159.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,ภูเก็ต,หญิง,127.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,ยะลา,ชาย,123.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,ยะลา,หญิง,101.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,ระนอง,ชาย,86.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,ระนอง,หญิง,53.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,สงขลา,ชาย,444.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,สงขลา,หญิง,408.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,สตูล,ชาย,86.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,สตูล,หญิง,59.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,สุราษฎร์ธานี,ชาย,348.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 2",ภาคใต้,สุราษฎร์ธานี,หญิง,273.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",กรุงเทพมหานคร,กรุงเทพมหานคร,ชาย,2689.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",กรุงเทพมหานคร,กรุงเทพมหานคร,หญิง,2490.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,กาญจนบุรี,ชาย,243.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,กาญจนบุรี,หญิง,188.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,จันทบุรี,ชาย,195.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,จันทบุรี,หญิง,170.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ฉะเชิงเทรา,ชาย,261.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ฉะเชิงเทรา,หญิง,204.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ชลบุรี,ชาย,587.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ชลบุรี,หญิง,472.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ชัยนาท,ชาย,92.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ชัยนาท,หญิง,84.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ตราด,ชาย,97.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ตราด,หญิง,71.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,นครนายก,ชาย,83.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,นครนายก,หญิง,64.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,นครปฐม,ชาย,359.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,นครปฐม,หญิง,316.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,นนทบุรี,ชาย,508.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,นนทบุรี,หญิง,451.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ปทุมธานี,ชาย,500.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ปทุมธานี,หญิง,442.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ประจวบคีรีขันธ์,ชาย,147.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ประจวบคีรีขันธ์,หญิง,108.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ปราจีนบุรี,ชาย,204.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ปราจีนบุรี,หญิง,183.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,พระนครศรีอยุธยา,ชาย,258.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,พระนครศรีอยุธยา,หญิง,224.10,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ระยอง,ชาย,330.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ระยอง,หญิง,236.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ราชบุรี,ชาย,239.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ราชบุรี,หญิง,193.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ลพบุรี,ชาย,238.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,ลพบุรี,หญิง,189.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สมุทรปราการ,ชาย,734.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สมุทรปราการ,หญิง,627.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สมุทรสงคราม,ชาย,56.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สมุทรสงคราม,หญิง,46.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สมุทรสาคร,ชาย,382.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สมุทรสาคร,หญิง,333.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สระบุรี,ชาย,213.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สระบุรี,หญิง,163.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สระแก้ว,ชาย,197.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สระแก้ว,หญิง,150.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สิงห์บุรี,ชาย,53.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สิงห์บุรี,หญิง,49.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,สุพรรณบุรี,หญิง,199.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,อ่างทอง,ชาย,66.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,อ่างทอง,หญิง,62.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,เพชรบุรี,ชาย,146.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคกลาง,เพชรบุรี,หญิง,129.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,กำแพงเพชร,ชาย,217.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,กำแพงเพชร,หญิง,183.60,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,ตาก,ชาย,127.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,ตาก,หญิง,100.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,นครสวรรค์,ชาย,281.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,นครสวรรค์,หญิง,247.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,น่าน,ชาย,138.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,น่าน,หญิง,118.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,พะเยา,ชาย,119.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,พะเยา,หญิง,95.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,พิจิตร,ชาย,154.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,พิจิตร,หญิง,134.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,พิษณุโลก,ชาย,251.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,พิษณุโลก,หญิง,218.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,ลำปาง,ชาย,213.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,ลำปาง,หญิง,181.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,ลำพูน,ชาย,132.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,ลำพูน,หญิง,120.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,สุโขทัย,ชาย,175.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,สุโขทัย,หญิง,155.50,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,อุตรดิตถ์,ชาย,119.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,อุตรดิตถ์,หญิง,91.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,อุทัยธานี,ชาย,78.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,อุทัยธานี,หญิง,69.20,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,เชียงราย,ชาย,330.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,เชียงราย,หญิง,234.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,เชียงใหม่,ชาย,543.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,เชียงใหม่,หญิง,459.90,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,เพชรบูรณ์,ชาย,247.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,เพชรบูรณ์,หญิง,207.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,แพร่,ชาย,123.80,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,แพร่,หญิง,106.00,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,แม่ฮ่องสอน,ชาย,60.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคเหนือ,แม่ฮ่องสอน,หญิง,48.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ชาย,226.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,หญิง,180.30,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ชาย,477.70,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,หญิง,429.40,พันคน,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาสที่ 3",ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ชาย,268.70,พันคน,สำนักงานสถิติแห่งชาติ
